25,7,12,4,25,25,25,25,25,25,25,25,25,25,25,25,7,12,4,25,25,25,25,25,25,25,25,25,25,7,12,4,25,25,25,25,25,25,25,25,25,25,7,12,4,25
25,7,12,4,25,25,25,25,25,25,25,25,25,25,25,25,7,12,4,25,25,25,25,25,25,25,5,5,5,3,9,2,5,5,5,5,5,5,5,5,5,5,3,9,4,25
25,7,12,4,25,25,25,25,25,25,25,25,25,25,25,25,7,12,4,25,25,25,25,25,25,7,12,12,12,11,15,10,12,12,12,12,12,12,12,12,12,12,11,15,4,25
25,7,12,4,25,25,25,25,25,25,25,25,25,25,25,25,7,12,4,25,25,25,25,25,25,7,12,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,8,4,25
25,7,12,4,25,25,25,25,25,25,25,25,25,25,25,25,7,12,4,25,25,25,25,25,25,7,12,4,25,25,25,25,25,25,25,25,25,25,25,25,25,25,7,12,4,25
25,7,12,4,25,25,25,25,25,25,25,25,25,25,25,25,7,12,4,25,25,25,25,25,25,7,12,4,25,25,25,25,25,25,25,25,25,25,25,25,25,25,7,12,4,25
25,7,12,4,25,25,25,25,25,25,25,25,25,25,25,25,7,12,4,25,25,25,25,25,25,7,12,4,25,25,25,25,25,25,25,25,25,25,25,25,25,25,7,12,4,25
25,7,12,2,5,5,5,5,5,5,5,5,5,5,5,5,3,9,2,5,5,5,5,5,5,3,9,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,9,4,25
25,7,12,12,12,12,12,12,12,12,12,12,12,12,12,12,10,15,10,12,12,12,12,12,12,10,15,10,12,12,12,12,12,12,12,10,15,10,12,12,12,12,11,15,4,25
25,25,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,8,0,6,6,6,6,6,6,1,8,0,6,6,6,6,6,6,6,1,8,0,6,6,6,6,1,8,4,25
25,25,25,25,25,25,25,25,25,25,30,25,25,25,25,25,7,12,4,25,25,25,25,25,25,7,12,4,25,25,25,25,25,25,25,7,12,4,25,25,25,25,7,12,4,25
25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,7,12,4,25,25,25,25,25,25,7,12,4,25,25,25,25,25,25,25,7,12,4,25,25,25,25,7,12,4,25
25,25,25,25,30,25,25,25,25,25,25,25,25,25,25,25,7,12,4,25,25,25,25,25,25,7,12,4,25,25,25,25,25,25,25,7,12,4,25,25,25,25,7,12,4,25
25,25,25,25,25,25,25,25,25,25,25,30,25,25,25,25,7,12,4,25,25,25,25,25,25,7,12,4,25,25,25,25,25,25,25,7,12,4,25,25,25,25,7,12,4,25
25,25,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,9,2,5,5,5,5,5,5,3,9,2,5,5,5,25,25,25,25,7,9,2,5,5,5,5,3,9,4,25
25,7,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,15,10,12,12,10,15,10,12,10,15,10,12,12,12,4,25,25,25,7,15,10,12,12,12,12,11,15,4,25
25,7,12,0,6,6,6,6,6,6,6,6,6,6,6,6,1,8,0,6,6,1,9,0,6,6,6,6,6,1,12,4,25,25,25,7,8,0,6,6,6,6,6,6,25,25
25,7,12,4,25,25,25,25,25,25,25,25,25,25,25,25,7,12,4,25,25,7,12,4,25,25,25,25,25,7,12,4,25,25,25,7,12,4,25,25,25,25,25,25,25,25
25,7,12,4,25,25,25,25,25,25,25,25,25,25,25,25,7,12,4,25,25,7,12,4,25,25,25,25,25,7,12,4,25,25,25,7,12,4,25,25,25,25,25,25,25,25
25,7,12,4,25,25,25,25,25,25,25,25,25,25,25,25,7,12,4,25,25,7,12,4,25,25,25,25,25,7,12,4,25,25,25,7,12,4,25,25,25,25,25,25,25,25
25,7,12,4,25,25,25,25,25,25,25,25,25,25,25,25,7,12,4,25,25,7,12,4,25,25,25,25,25,7,12,4,25,25,25,7,12,4,25,25,25,25,25,25,25,25
25,7,12,4,25,25,25,25,25,25,25,25,25,25,25,25,7,12,4,25,25,7,12,2,5,5,5,5,5,3,9,2,5,5,5,3,9,2,5,5,5,5,5,5,25,25
25,7,12,4,25,25,25,25,25,25,25,25,25,25,25,25,7,12,4,25,25,7,12,12,12,12,12,12,12,11,15,11,12,12,12,11,15,11,12,12,12,12,12,12,4,25
25,7,12,4,25,25,25,25,25,25,25,25,25,25,25,25,7,12,4,25,25,25,6,6,6,6,6,6,6,1,8,0,6,6,6,6,6,6,6,6,6,6,1,12,4,25
25,7,12,4,25,25,25,25,25,25,25,25,25,25,25,25,7,12,4,25,25,25,25,25,25,25,25,25,25,7,12,4,25,25,25,25,25,25,25,25,25,25,7,12,4,25
25,7,12,4,25,25,25,25,25,25,25,25,25,25,25,25,7,12,4,25,25,25,25,25,25,25,25,25,25,7,12,4,25,25,25,25,25,25,25,25,25,25,7,12,4,25
25,7,12,4,25,25,25,25,25,25,25,25,25,25,25,25,7,12,4,25,25,25,25,25,25,25,25,25,25,7,12,4,25,25,25,25,25,25,25,25,25,25,7,12,4,25
25,7,12,4,25,25,25,25,25,25,25,25,25,25,25,25,7,12,4,25,25,25,25,25,25,25,25,25,25,7,12,4,25,25,25,25,25,25,25,25,25,25,7,12,4,25
25,7,12,2,5,5,5,5,5,5,5,5,5,5,5,5,3,9,4,25,25,25,25,25,25,25,25,25,25,7,12,2,5,5,5,5,5,5,5,5,5,5,3,9,4,25
25,7,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,15,4,25,25,25,25,25,25,25,25,25,25,7,12,12,12,12,12,12,12,12,12,12,12,12,11,15,4,25
25,25,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,25,25,25,25,25,25,25,25,25,25,25,25,6,6,6,6,6,6,6,6,6,6,6,6,6,6,25,25
25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
